Simulation;Final_Balance;Return_%;Max_Drawdown_%;Win_Rate_%;Winning_Trades;Max_Win_Streak;Max_Loss_Streak;Max_TTR
323;12616,0158;26,1602;4,9605;62,0000;62;7;4;18
324;12931,2011;29,3120;3,0251;63,0000;63;5;3;24
325;12563,9027;25,6390;3,9483;62,0000;62;7;4;22
326;13156,7532;31,5675;5,8623;64,0000;64;10;5;17
327;14859,3479;48,5935;4,0292;70,0000;70;14;4;14
328;13116,2415;31,1624;8,5702;64,0000;64;8;6;40
329;13972,8475;39,7285;3,9458;67,0000;67;9;3;16
330;12663,3864;26,6339;7,7255;62,0000;62;6;8;14
331;11852,4495;18,5245;4,9217;59,0000;59;8;4;26
332;13439,7047;34,3970;4,0494;65,0000;65;10;4;16
333;13447,6191;34,4762;2,9701;65,0000;65;6;3;10
334;12360,1793;23,6018;7,7684;61,0000;61;6;4;54
335;13975,2526;39,7525;3,1280;67,0000;67;12;3;17
336;15172,4023;51,7240;1,9900;71,0000;71;11;2;8
337;14021,6229;40,2162;4,9129;67,0000;67;7;3;18
338;13386,3588;33,8636;4,1122;65,0000;65;10;4;26
339;14265,8136;42,6581;5,8345;68,0000;68;9;4;22
340;13099,1815;30,9918;5,8401;64,0000;64;8;4;14
341;11737,1633;17,3716;7,8957;58,0000;58;7;5;40
342;14054,9525;40,5495;3,1411;67,0000;67;9;2;12
343;12267,1703;22,6717;4,0257;61,0000;61;12;4;30
344;12148,7007;21,4870;6,1514;60,0000;60;11;3;40
345;11867,0181;18,6702;5,9232;59,0000;59;6;6;23
346;13683,8802;36,8388;4,9178;66,0000;66;9;3;12
347;15453,8138;54,5381;4,0267;72,0000;72;12;3;18
348;12923,1341;29,2313;3,9655;63,0000;63;4;4;12
349;13961,6032;39,6160;3,9448;67,0000;67;10;4;10
350;12323,1508;23,2315;5,0936;61,0000;61;6;4;34
351;14646,8594;46,4686;5,8333;69,0000;69;7;5;13
352;15178,2934;51,7829;3,9641;71,0000;71;7;3;11
353;15478,5105;54,7851;4,9409;72,0000;72;16;4;14
354;12917,2610;29,1726;5,8975;63,0000;63;7;5;33
355;12640,5108;26,4051;3,9404;62,0000;62;11;4;14
356;15440,1213;54,4012;3,1121;72,0000;72;12;3;16
357;13339,2913;33,3929;5,0467;65,0000;65;7;4;30
358;13936,6415;39,3664;5,8520;67,0000;67;9;6;32
359;13444,7195;34,4472;5,8492;65,0000;65;7;4;20
360;14191,5726;41,9157;3,9501;68,0000;68;14;3;12
361;13352,5414;33,5254;6,8749;65,0000;65;11;6;22
362;15337,9281;53,3793;4,0266;72,0000;72;12;3;9
363;13173,3412;31,7334;4,1776;64,0000;64;10;3;32
364;13748,7653;37,4877;3,9404;66,0000;66;9;4;14
365;13609,4381;36,0944;4,9200;66,0000;66;9;3;14
366;12663,4902;26,6349;4,8488;62,0000;62;8;4;16
367;11942,4930;19,4249;4,9010;59,0000;59;5;5;22
368;15836,6538;58,3665;2,9701;73,0000;73;7;3;6
369;16754,9976;67,5500;1,9933;76,0000;76;8;2;6
370;14783,9112;47,8391;4,0125;70,0000;70;12;4;10
371;13413,0436;34,1304;9,6381;65,0000;65;11;6;50
372;13158,1572;31,5816;3,9945;64,0000;64;8;3;13
373;12135,2059;21,3521;6,7786;60,0000;60;10;5;18
374;15673,1014;56,7310;3,9807;73,0000;73;10;4;12
375;14015,5672;40,1557;5,9239;67,0000;67;12;3;32
376;11957,3116;19,5731;5,9326;59,0000;59;7;4;24
377;14454,3471;44,5435;3,9774;69,0000;69;10;4;12
378;11376,9941;13,7699;5,8520;57,0000;57;8;6;26
379;11754,4650;17,5447;5,9640;58,0000;58;8;6;21
380;12308,2077;23,0821;6,1236;61,0000;61;8;6;22
381;12654,2867;26,5429;6,8095;62,0000;62;13;4;18
382;14039,0228;40,3902;3,0074;67,0000;67;7;3;8
383;15206,0397;52,0604;2,9859;71,0000;71;9;3;10
384;12379,2076;23,7921;3,0792;61,0000;61;6;3;34
385;15195,6924;51,9569;2,9701;71,0000;71;9;3;10
386;15483,6356;54,8364;4,9010;72,0000;72;11;5;10
387;11874,0738;18,7407;5,0244;59,0000;59;6;4;21
388;13769,0111;37,6901;5,0610;66,0000;66;13;5;24
389;16108,8475;61,0885;3,9590;74,0000;74;14;4;14
390;15492,9380;54,9294;4,9305;72,0000;72;11;5;19
391;12350,3687;23,5037;4,9010;61,0000;61;7;5;22
392;11450,8352;14,5084;4,9010;57,0000;57;7;5;25
393;14054,3100;40,5431;4,9779;67,0000;67;10;4;27
394;15076,8853;50,7689;2,0528;71,0000;71;6;2;6
395;13409,3899;34,0939;2,9832;65,0000;65;10;3;12
396;14227,5730;42,2757;5,8520;68,0000;68;8;6;12
397;14752,1410;47,5214;4,9010;70,0000;70;9;5;22
398;14350,1702;43,5017;2,1712;68,0000;68;8;2;12
399;11907,1212;19,0712;5,8893;59,0000;59;6;5;19
400;14222,5005;42,2250;4,9010;68,0000;68;8;5;16
401;13216,8807;32,1688;4,8650;64,0000;64;11;4;20
402;13917,0462;39,1705;4,2827;67,0000;67;15;3;22
403;14001,1725;40,0117;3,9598;67,0000;67;8;4;12
404;16483,4657;64,8347;2,9701;75,0000;75;9;3;6
405;14861,9530;48,6195;3,9739;70,0000;70;9;4;10
406;12873,8832;28,7388;4,0216;63,0000;63;8;4;22
407;13429,5220;34,2952;2,9701;65,0000;65;7;3;10
408;14769,5946;47,6959;5,8613;70,0000;70;8;4;28
409;14535,7456;45,3575;3,9404;69,0000;69;9;4;11
410;11672,6300;16,7263;7,1549;58,0000;58;8;5;48
411;13886,7266;38,8673;4,1225;67,0000;67;10;3;20
412;12351,6421;23,5164;9,6574;61,0000;61;8;6;44
413;14300,6832;43,0068;2,9929;68,0000;68;11;3;10
414;13900,5077;39,0051;4,0361;67,0000;67;12;4;12
415;14214,4095;42,1441;3,9404;68,0000;68;18;4;14
416;13398,7588;33,9876;4,0393;65,0000;65;15;4;16
417;12391,7464;23,9175;5,9319;61,0000;61;7;5;40
418;13132,4482;31,3245;3,9404;64,0000;64;6;4;24
419;14551,6895;45,5169;3,9404;69,0000;69;15;4;7
420;13726,0681;37,2607;7,6690;66,0000;66;9;5;22
421;14043,2285;40,4323;3,0417;67,0000;67;8;3;18
422;14313,8865;43,1389;4,9010;68,0000;68;11;5;24
423;16683,4083;66,8341;2,0490;76,0000;76;7;2;10
424;13501,9693;35,0197;3,0099;65,0000;65;10;3;10
425;12849,0548;28,4905;4,9402;63,0000;63;9;5;34
426;12913,9609;29,1396;4,9902;63,0000;63;9;3;14
427;13400,7517;34,0075;5,0102;65,0000;65;8;4;19
428;14640,4247;46,4042;4,9010;69,0000;69;15;5;14
429;12607,4945;26,0749;5,1019;62,0000;62;7;4;38
430;12700,6304;27,0063;4,9649;62,0000;62;8;4;27
431;13819,9099;38,1991;2,9984;66,0000;66;8;3;8
432;14560,0738;45,6007;2,9701;69,0000;69;11;3;10
433;13335,5448;33,3554;3,9948;65,0000;65;7;3;22
434;14825,5218;48,2552;4,0309;70,0000;70;13;4;24
435;14708,7204;47,0872;3,0299;70,0000;70;8;3;12
436;15776,4059;57,7641;2,9701;73,0000;73;8;3;8
437;12422,4575;24,2246;3,9404;61,0000;61;6;4;18
438;11628,3693;16,2837;5,1103;58,0000;58;6;4;36
439;12342,4830;23,4248;7,7377;61,0000;61;6;7;36
440;12399,1213;23,9912;4,9375;61,0000;61;8;3;18
441;13149,6875;31,4969;4,1240;64,0000;64;8;4;20
442;16191,1519;61,9115;3,9404;74,0000;74;9;4;11
443;14537,8172;45,3782;4,9010;69,0000;69;9;5;11
444;13412,7797;34,1278;3,0068;65,0000;65;9;3;14
445;12733,2021;27,3320;5,0099;62,0000;62;12;4;31
446;11431,3268;14,3133;5,8182;57,0000;57;9;4;29
447;13793,8053;37,9381;7,8235;66,0000;66;9;7;49
448;11726,2266;17,2623;8,7055;58,0000;58;10;5;35
449;13154,6153;31,5462;5,0311;64,0000;64;9;5;16
450;13993,1282;39,9313;4,1335;67,0000;67;8;4;24
451;13181,8461;31,8185;3,9781;64,0000;64;7;2;21
452;14469,1711;44,6917;3,9404;69,0000;69;8;4;14
453;13972,7207;39,7272;3,9589;67,0000;67;9;3;12
454;14907,5551;49,0756;3,9656;70,0000;70;9;3;10
455;13425,1520;34,2515;4,9347;65,0000;65;6;3;15
456;12665,1178;26,6512;3,9716;62,0000;62;7;3;24
457;12908,5605;29,0856;6,9126;63,0000;63;6;3;28
458;14290,5510;42,9055;3,9404;68,0000;68;11;4;13
459;12550,0034;25,5000;4,9500;62,0000;62;10;4;26
460;15177,2639;51,7726;3,1355;71,0000;71;9;3;12
461;12874,6585;28,7466;4,0260;63,0000;63;8;4;16
462;11231,3844;12,3138;3,9757;56,0000;56;6;4;40
463;14007,3045;40,0730;4,0017;67,0000;67;14;4;15
464;12871,9008;28,7190;3,9725;63,0000;63;7;4;10
465;14061,2870;40,6129;2,9759;67,0000;67;7;2;10
466;12972,9128;29,7291;4,9380;63,0000;63;8;4;16
467;12408,1653;24,0817;4,9704;61,0000;61;7;4;19
468;14019,9613;40,1996;4,0060;67,0000;67;14;4;32
469;12219,5586;22,1956;4,0853;60,0000;60;7;4;16
470;12696,3379;26,9634;4,9347;62,0000;62;8;4;27
471;11612,3801;16,1238;5,0613;58,0000;58;7;5;31
472;13524,8319;35,2483;3,9404;65,0000;65;10;4;15
473;14013,8735;40,1387;3,0588;67,0000;67;7;3;20
474;12368,1454;23,6815;3,0217;61,0000;61;6;3;12
475;13145,5861;31,4559;4,0997;64,0000;64;11;3;20
476;14502,9010;45,0290;3,0729;69,0000;69;10;2;14
477;15403,6389;54,0364;2,9701;72,0000;72;13;3;10
478;13800,3093;38,0031;4,0350;66,0000;66;6;4;16
479;13873,0449;38,7304;2,9701;67,0000;67;10;3;12
480;15152,3072;51,5231;3,9747;71,0000;71;17;3;19
481;13230,6083;32,3061;3,9566;64,0000;64;10;3;22
482;12851,0198;28,5102;3,9815;63,0000;63;7;4;14
483;15514,6023;55,1460;2,9967;72,0000;72;8;2;10
484;12187,8420;21,8784;5,7601;60,0000;60;11;5;43
485;13434,1543;34,3415;3,1078;65,0000;65;8;3;14
486;15217,5021;52,1750;3,0306;71,0000;71;15;3;12
487;15165,9705;51,6597;3,9510;71,0000;71;8;3;15
488;14116,1810;41,1618;4,9788;67,0000;67;13;4;9
489;14307,5693;43,0757;4,8221;68,0000;68;11;4;27
490;14586,6556;45,8666;5,0201;69,0000;69;8;4;16
491;10420,1639;4,2016;13,1724;52,0000;52;10;4;71
492;12477,6709;24,7767;4,9010;61,0000;61;5;5;26
493;14058,8755;40,5888;4,0815;67,0000;67;13;4;27
494;12931,4616;29,3146;5,0265;63,0000;63;10;4;24
495;12411,7652;24,1177;6,8418;61,0000;61;7;6;27
496;11932,8786;19,3288;4,0274;59,0000;59;7;4;26
497;13607,8185;36,0782;3,9852;66,0000;66;8;4;11
498;15891,3791;58,9138;5,9372;74,0000;74;24;4;18
499;13733,7948;37,3379;4,0280;66,0000;66;7;3;18
500;13652,1362;36,5214;4,1070;66,0000;66;11;4;32
501;14114,5009;41,1450;4,9010;68,0000;68;11;5;15
502;12669,9507;26,6995;4,9389;62,0000;62;11;5;17
503;12181,6816;21,8168;3,9189;60,0000;60;6;3;14
504;14779,6137;47,7961;3,9404;70,0000;70;10;4;8
505;13369,5873;33,6959;3,1106;65,0000;65;7;3;11
506;15322,6698;53,2267;2,9968;72,0000;72;13;3;10
507;12666,6003;26,6660;5,8977;62,0000;62;7;3;15
508;11932,5866;19,3259;6,8230;59,0000;59;8;6;16
509;15222,3652;52,2237;3,0106;71,0000;71;14;3;16
510;13450,4290;34,5043;2,1699;65,0000;65;9;2;16
511;10999,4459;9,9945;6,7935;55,0000;55;5;7;29
512;14827,6775;48,2768;2,9928;70,0000;70;8;2;18
513;12687,5199;26,8752;5,2117;62,0000;62;7;3;36
514;13138,1361;31,3814;8,6375;64,0000;64;7;8;32
515;15839,9880;58,3999;2,1068;73,0000;73;8;2;8
516;11955,1427;19,5514;6,9399;59,0000;59;6;4;38
517;13222,4765;32,2248;4,0841;64,0000;64;9;4;30
518;14275,0214;42,7502;4,9122;68,0000;68;14;5;29
519;12357,6124;23,5761;4,1189;61,0000;61;7;4;16
520;13435,9687;34,3597;5,8005;65,0000;65;8;4;24
521;12418,2956;24,1830;6,8662;61,0000;61;10;7;18
522;12179,2842;21,7928;7,7073;60,0000;60;7;5;27
523;13480,3076;34,8031;5,9145;65,0000;65;7;6;19
524;9935,6484;-0,6435;10,5868;50,0000;50;7;7;28
525;13114,2411;31,1424;3,1093;64,0000;64;7;3;18
526;12611,6327;26,1163;8,7905;62,0000;62;9;5;27
527;15782,8290;57,8283;4,9009;73,0000;73;15;3;11
528;12347,1900;23,4719;7,8403;61,0000;61;7;8;44
529;12081,7344;20,8173;5,8500;60,0000;60;9;5;26
530;11695,4778;16,9548;7,6317;58,0000;58;6;4;42
531;12906,2598;29,0626;3,9031;63,0000;63;6;3;24
532;12156,9293;21,5693;4,0260;60,0000;60;8;3;21
533;12443,0579;24,4306;3,9404;61,0000;61;7;4;22
534;14578,3438;45,7834;4,0227;69,0000;69;9;4;17
535;13325,0173;33,2502;2,9701;64,0000;64;9;3;17
536;13732,6011;37,3260;4,9314;66,0000;66;13;4;16
537;12455,3886;24,5539;4,9924;61,0000;61;7;3;32
538;13466,2965;34,6630;5,8262;65,0000;65;9;5;24
539;13263,7383;32,6374;4,0724;64,0000;64;6;3;16
540;13817,3233;38,1732;5,9301;67,0000;67;8;5;24
541;15133,8002;51,3380;3,9404;71,0000;71;8;4;14
542;13403,7657;34,0377;3,9539;65,0000;65;6;4;16
543;14282,8413;42,8284;5,8786;68,0000;68;9;4;16
544;14845,7545;48,4575;2,0989;70,0000;70;10;2;8
545;13479,8312;34,7983;5,9965;65,0000;65;10;3;40
546;12502,8228;25,0282;5,8593;61,0000;61;7;4;51
547;12940,7252;29,4073;4,0260;63,0000;63;9;3;22
548;13199,0439;31,9904;6,7446;64,0000;64;8;5;25
549;16043,2235;60,4322;2,9701;74,0000;74;9;3;7
550;14410,1202;44,1012;7,7003;68,0000;68;8;6;20
551;14524,0967;45,2410;2,9701;69,0000;69;8;3;8
552;12105,3639;21,0536;3,9404;60,0000;60;6;4;16
553;14211,1414;42,1114;3,0619;68,0000;68;9;3;18
554;13023,0823;30,2308;4,9010;63,0000;63;9;5;11
555;13229,2901;32,2929;4,0552;64,0000;64;6;3;16
556;13139,1795;31,3918;3,9942;64,0000;64;7;4;24
557;13977,8221;39,7782;6,0090;67,0000;67;11;4;20
558;12696,3560;26,9636;2,9701;62,0000;62;6;3;16
559;15449,6799;54,4968;2,9701;72,0000;72;10;3;6
560;14526,6535;45,2665;2,0631;69,0000;69;9;2;12
561;12080,5193;20,8052;4,2732;60,0000;60;8;4;24
562;13635,1358;36,3514;6,0109;66,0000;66;14;6;28
563;11929,3462;19,2935;6,9420;59,0000;59;7;6;38
564;12829,2951;28,2930;5,0948;63,0000;63;8;5;22
565;13074,6337;30,7463;4,8713;64,0000;64;12;4;14
566;11640,5637;16,4056;6,8462;58,0000;58;7;4;43
567;11363,1833;13,6318;7,7958;57,0000;57;5;6;24
568;14431,1595;44,3116;3,0162;69,0000;69;9;3;8
569;13472,3871;34,7239;3,9260;65,0000;65;11;3;11
570;13747,5646;37,4756;4,0363;66,0000;66;8;4;16
571;12626,6185;26,2662;4,8824;62,0000;62;8;4;22
572;13697,8168;36,9782;4,9778;66,0000;66;7;4;18
573;12877,8551;28,7786;2,9990;63,0000;63;8;3;11
574;14000,9865;40,0099;4,0972;67,0000;67;8;4;24
575;12208,7981;22,0880;7,8562;60,0000;60;5;5;34
576;11597,0082;15,9701;7,8419;58,0000;58;6;6;17
577;14277,0349;42,7703;3,9404;68,0000;68;9;4;12
578;12177,3380;21,7734;9,5716;60,0000;60;8;9;47
579;13510,6068;35,1061;3,0541;65,0000;65;11;3;12
580;13722,8788;37,2288;3,9404;66,0000;66;9;4;16
581;13458,7797;34,5878;2,9701;65,0000;65;9;3;7
582;12582,3761;25,8238;4,0657;62,0000;62;6;4;22
583;14887,0896;48,8709;2,9831;70,0000;70;8;3;8
584;12623,6066;26,2361;2,9701;62,0000;62;7;3;10
585;12127,9954;21,2800;4,9010;60,0000;60;9;5;24
586;15119,5981;51,1960;2,9701;71,0000;71;12;3;10
587;12971,2703;29,7127;4,9010;63,0000;63;10;5;20
588;13544,1940;35,4419;4,9010;66,0000;66;11;5;11
589;15178,0236;51,7802;3,0231;71,0000;71;10;3;12
590;14816,2203;48,1622;2,9557;70,0000;70;14;2;17
591;16236,0602;62,3606;4,9010;74,0000;74;13;5;9
592;13078,0095;30,7801;3,9404;64,0000;64;8;4;20
593;13138,0346;31,3803;4,8798;64,0000;64;8;3;20
594;11718,1619;17,1816;7,8382;58,0000;58;8;6;28
595;10387,0870;3,8709;7,7333;52,0000;52;8;5;27
596;13731,6169;37,3162;4,9612;66,0000;66;11;4;14
597;13165,7165;31,6572;6,8658;64,0000;64;8;5;26
598;13195,8684;31,9587;4,9038;64,0000;64;7;4;15
599;13472,7432;34,7274;3,9404;65,0000;65;9;4;22
600;12167,3404;21,6734;5,9105;60,0000;60;9;5;19
601;15452,8657;54,5287;3,9404;72,0000;72;9;4;12
602;13204,9625;32,0496;4,9146;64,0000;64;7;3;22
603;14823,5947;48,2359;3,9404;70,0000;70;11;4;13
604;13691,8568;36,9186;2,9701;66,0000;66;9;3;10
605;12712,7700;27,1277;4,9671;62,0000;62;8;4;21
606;12828,5468;28,2855;3,9888;63,0000;63;6;4;12
607;13730,9398;37,3094;3,9149;66,0000;66;8;3;20
608;12393,4172;23,9342;4,9474;61,0000;61;7;4;17
609;10319,9697;3,1997;8,0304;52,0000;52;7;6;54
610;16438,7426;64,3874;3,9734;75,0000;75;11;4;22
611;12973,9153;29,7392;5,9939;63,0000;63;8;5;20
612;13382,5627;33,8256;4,9154;65,0000;65;7;3;24
613;13411,3661;34,1137;6,8281;65,0000;65;9;5;24
614;12191,1204;21,9112;4,9554;60,0000;60;11;4;22
615;15771,4116;57,7141;5,9073;73,0000;73;18;5;18
616;13449,7196;34,4972;7,6882;65,0000;65;11;5;24
617;12722,5544;27,2255;5,8366;62,0000;62;13;4;22
618;11872,8196;18,7282;4,9950;59,0000;59;6;5;44
619;14327,8560;43,2786;8,5945;68,0000;68;12;6;23
620;12223,6485;22,2365;5,0363;60,0000;60;6;3;44
621;12988,6926;29,8869;4,8789;63,0000;63;8;4;17
622;15355,6058;53,5561;4,9010;72,0000;72;16;5;32
623;12903,1765;29,0318;5,7905;63,0000;63;7;5;23
624;14787,1480;47,8715;2,9701;70,0000;70;7;3;8
625;11731,3010;17,3130;5,8371;58,0000;58;8;4;35
626;15876,6543;58,7665;3,0169;73,0000;73;11;2;11
627;13376,0287;33,7603;2,9914;65,0000;65;6;3;12
628;12172,6482;21,7265;9,5016;60,0000;60;8;7;52
629;14255,0711;42,5507;4,9714;68,0000;68;13;4;9
630;14643,0848;46,4308;3,0037;69,0000;69;9;3;15
631;13410,6167;34,1062;5,9747;65,0000;65;9;3;30
632;12556,8970;25,5690;8,6991;62,0000;62;13;5;26
633;10556,4450;5,5645;10,5041;53,0000;53;5;6;48
634;12381,7302;23,8173;3,0745;61,0000;61;6;3;14
635;14884,3583;48,8436;2,9701;70,0000;70;10;3;8
636;12180,8958;21,8090;11,3559;60,0000;60;7;6;34
637;14513,3849;45,1338;7,0660;69,0000;69;9;5;24
638;14279,2417;42,7924;2,9701;68,0000;68;10;3;14
639;12405,0622;24,0506;5,9338;61,0000;61;10;5;34
640;10544,4073;5,4441;6,8245;53,0000;53;7;5;52
641;15431,0336;54,3103;3,1012;72,0000;72;9;3;18
642;13417,5166;34,1752;3,9404;65,0000;65;11;4;13
643;12347,0185;23,4702;4,9501;61,0000;61;10;3;23
644;15383,5013;53,8350;3,0928;72,0000;72;13;3;12
645;16012,6905;60,1269;2,9701;74,0000;74;26;3;10
646;11178,3232;11,7832;7,8182;56,0000;56;7;5;26
647;13179,0354;31,7904;4,0428;64,0000;64;7;3;12
648;12134,8980;21,3490;6,0584;60,0000;60;7;5;40
649;13491,4593;34,9146;3,9404;65,0000;65;9;4;14
650;11653,4956;16,5350;4,9010;58,0000;58;9;5;18
651;13638,1642;36,3816;4,8384;66,0000;66;12;3;18
652;13963,6775;39,6368;3,9404;67,0000;67;9;4;10
653;13123,2995;31,2330;5,8508;64,0000;64;8;5;16
654;14782,5091;47,8251;4,9010;70,0000;70;8;5;13
655;13451,0360;34,5104;4,9868;65,0000;65;7;5;18
656;12986,3848;29,8638;6,0164;63,0000;63;5;5;26
657;16969,2883;69,6929;1,9900;77,0000;77;12;2;8
658;11641,9999;16,4200;5,9606;58,0000;58;5;6;30
659;10814,1688;8,1417;6,9715;54,0000;54;6;4;34
660;14771,1165;47,7112;4,9010;70,0000;70;16;5;12
661;11547,1642;15,4716;4,0698;58,0000;58;13;4;20
662;13922,9459;39,2295;3,9404;67,0000;67;8;4;16
663;14531,1049;45,3110;3,0389;69,0000;69;11;3;14
664;15126,5107;51,2651;5,8117;71,0000;71;16;4;20
665;12386,0514;23,8605;4,9366;61,0000;61;9;5;15
666;11289,1393;12,8914;5,9241;56,0000;56;6;5;24
667;13870,0483;38,7005;7,7512;67,0000;67;12;5;38
668;12107,7808;21,0778;9,6574;60,0000;60;9;9;38
669;14171,8252;41,7183;3,9404;68,0000;68;9;4;10
670;12936,9481;29,3695;7,6469;63,0000;63;9;4;19
671;13136,7069;31,3671;3,9966;64,0000;64;7;4;20
672;15338,7888;53,3879;2,9701;72,0000;72;11;3;10
673;13995,5786;39,9558;3,0329;67,0000;67;8;3;8
674;13378,0652;33,7807;4,0117;65,0000;65;8;4;15
675;13667,5350;36,6754;4,8461;66,0000;66;13;4;13
676;14292,3705;42,9237;3,0711;68,0000;68;9;2;8
677;12688,1577;26,8816;5,1145;62,0000;62;6;4;34
678;11146,6213;11,4662;8,8835;56,0000;56;6;5;44
679;14042,1567;40,4216;2,9701;67,0000;67;6;3;10
680;13744,9490;37,4495;4,9282;66,0000;66;8;5;19
681;14492,2206;44,9222;4,9010;69,0000;69;11;5;14
682;15253,1892;52,5319;2,9852;71,0000;71;10;3;8
683;12925,9384;29,2594;7,5614;63,0000;63;16;5;35
684;14775,0338;47,7503;4,9010;70,0000;70;9;5;12
685;12558,1132;25,5811;3,9404;62,0000;62;6;4;12
686;12670,2746;26,7027;7,7255;62,0000;62;8;8;19
687;16102,6908;61,0269;1,9900;74,0000;74;8;2;8
688;13455,6617;34,5566;5,9776;65,0000;65;9;6;32
689;11886,3337;18,8633;8,0031;59,0000;59;8;8;40
690;15711,6804;57,1168;3,0720;73,0000;73;12;2;8
691;14486,6164;44,8662;2,0712;69,0000;69;11;2;12
692;14552,4260;45,5243;4,8637;69,0000;69;10;4;14
693;12681,2732;26,8127;3,1973;62,0000;62;8;3;14
694;12836,9771;28,3698;2,9701;63,0000;63;5;3;12
695;12949,0620;29,4906;7,0300;63,0000;63;11;3;50
696;14006,9138;40,0691;3,9077;67,0000;67;9;3;16
697;15187,4452;51,8745;2,9701;71,0000;71;12;3;12
698;11023,4250;10,2343;6,8593;55,0000;55;7;4;52
699;14333,6635;43,3366;3,9404;68,0000;68;11;4;16
700;15735,8218;57,3582;2,0156;73,0000;73;10;2;10
701;11391,2579;13,9126;7,6819;57,0000;57;7;4;28
702;13111,8771;31,1188;4,8857;64,0000;64;7;4;20
703;12065,7976;20,6580;9,7164;60,0000;60;7;6;52
704;11951,3406;19,5134;4,9154;59,0000;59;11;5;30
705;13511,2315;35,1123;5,0031;65,0000;65;13;4;16
706;13685,6810;36,8568;3,9404;66,0000;66;5;4;10
707;14541,8047;45,4180;4,0030;69,0000;69;17;4;11
708;14318,1378;43,1814;4,9010;68,0000;68;13;5;30
709;14010,9655;40,1097;3,9974;67,0000;67;7;3;26
710;16401,6596;64,0166;3,9404;75,0000;75;11;4;11
711;13179,2172;31,7922;5,1017;64,0000;64;11;3;26
712;12486,9728;24,8697;5,9049;61,0000;61;8;4;24
713;15241,4922;52,4149;3,9404;71,0000;71;15;4;12
714;18192,0285;81,9203;3,0089;80,0000;80;14;3;11
715;12913,0083;29,1301;5,8739;63,0000;63;7;6;19
716;14832,4376;48,3244;4,9010;70,0000;70;12;5;15
717;13448,4972;34,4850;3,9812;65,0000;65;11;3;16
718;17445,1204;74,4512;2,9701;78,0000;78;10;3;8
719;13681,9131;36,8191;3,9491;66,0000;66;8;3;16
720;13574,2182;35,7422;6,6253;66,0000;66;11;5;13
721;12703,2995;27,0330;5,8956;62,0000;62;6;4;25
722;13107,9366;31,0794;5,0734;64,0000;64;7;5;18
723;15800,5550;58,0056;3,9404;73,0000;73;9;4;10
724;15207,7180;52,0772;4,0316;71,0000;71;8;3;12
725;15134,7554;51,3476;1,9948;71,0000;71;9;2;6
726;11890,8966;18,9090;6,0098;59,0000;59;6;3;34
727;14000,9448;40,0094;3,9404;67,0000;67;11;4;16
728;11948,5216;19,4852;6,8120;59,0000;59;7;6;48
729;14214,2143;42,1421;4,9010;68,0000;68;6;5;13
730;12543,7503;25,4375;4,9561;62,0000;62;5;5;22
731;13723,9167;37,2392;4,8667;66,0000;66;16;4;24
732;13394,7298;33,9473;3,9449;65,0000;65;8;4;10
733;12613,6248;26,1362;3,9434;62,0000;62;8;3;24
734;14011,9821;40,1198;3,9404;67,0000;67;10;4;8
735;17288,6076;72,8861;2,9953;77,0000;77;9;3;7
736;14183,0353;41,8304;5,0029;68,0000;68;14;5;24
737;14146,1675;41,4617;4,9434;67,0000;67;10;3;27
738;12144,6028;21,4460;6,8847;60,0000;60;8;4;30
739;13210,1126;32,1011;5,0801;64,0000;64;7;5;30
740;11222,4917;12,2249;5,8635;56,0000;56;7;6;23
741;13958,3085;39,5831;4,0034;67,0000;67;10;3;24
742;13263,3451;32,6335;4,0214;64,0000;64;11;4;15
743;11687,8159;16,8782;5,8520;58,0000;58;6;6;22
744;16517,2909;65,1729;2,9701;75,0000;75;8;3;6
745;14545,8739;45,4587;2,9701;69,0000;69;16;3;13
746;13720,7291;37,2073;7,0483;66,0000;66;9;4;23
747;13448,7141;34,4871;5,0597;65,0000;65;10;3;18
748;13678,1780;36,7818;3,1243;66,0000;66;8;3;14
749;14941,9053;49,4191;2,9706;70,0000;70;11;3;10
750;14829,3547;48,2935;4,0645;70,0000;70;11;3;14
751;12596,3302;25,9633;3,0750;62,0000;62;9;3;12
752;13948,1313;39,4813;4,8633;67,0000;67;11;3;13
753;13461,9823;34,6198;5,0100;65,0000;65;8;4;22
754;12411,7465;24,1175;3,0486;61,0000;61;6;3;12
755;13464,4750;34,6447;4,9405;65,0000;65;10;3;26
756;18679,0827;86,7908;1,9900;81,0000;81;12;2;4
757;12371,2945;23,7129;7,6962;61,0000;61;7;6;24
758;12908,5645;29,0856;7,6459;63,0000;63;12;3;34
759;14177,5828;41,7758;5,0004;68,0000;68;10;4;22
760;12201,6639;22,0166;8,6738;60,0000;60;9;6;33
761;13157,8061;31,5781;6,0880;64,0000;64;14;5;40
762;13361,7305;33,6173;4,0315;65,0000;65;11;4;18
763;13465,2372;34,6524;5,9210;65,0000;65;8;4;38
764;15912,3309;59,1233;3,9697;73,0000;73;16;4;9
765;13418,1407;34,1814;4,9010;65,0000;65;8;5;16
766;13708,1937;37,0819;5,9433;66,0000;66;16;4;28
767;13629,7241;36,2972;5,0045;66,0000;66;10;4;24
768;14665,0810;46,6508;3,0267;69,0000;69;13;3;11
769;13746,0637;37,4606;3,7900;66,0000;66;6;3;25
770;12648,5035;26,4850;5,0056;62,0000;62;7;3;40
771;11649,4557;16,4946;9,7608;58,0000;58;8;6;47
